Date,Open,High,Low,Close,Volume
2025-12-26 22:15:00,1.35015,1.35023,1.35013,1.3502,75
2025-12-26 22:16:00,1.35019,1.3502,1.35011,1.3501400000000001,44
2025-12-26 22:17:00,1.35013,1.35018,1.35003,1.35018,63
2025-12-26 22:18:00,1.35019,1.35026,1.35018,1.3502399999999999,102
2025-12-26 22:19:00,1.35023,1.35023,1.35002,1.35004,55
2025-12-26 22:20:00,1.35005,1.3501,1.34993,1.34996,59
2025-12-26 22:21:00,1.34996,1.35005,1.34993,1.35,59
2025-12-26 22:22:00,1.34999,1.35002,1.3498999999999999,1.34992,63
2025-12-26 22:23:00,1.34992,1.34997,1.34991,1.34997,46
2025-12-26 22:24:00,1.34999,1.35004,1.34996,1.34999,86
2025-12-26 22:25:00,1.34999,1.35,1.34989,1.3498999999999999,29
2025-12-26 22:26:00,1.34994,1.35011,1.3498999999999999,1.35009,41
2025-12-26 22:27:00,1.35009,1.3501699999999999,1.35004,1.35009,90
2025-12-26 22:28:00,1.35008,1.3501699999999999,1.35008,1.35015,50
2025-12-26 22:29:00,1.3501400000000001,1.3501400000000001,1.35006,1.3501400000000001,40
2025-12-26 22:30:00,1.35013,1.3502399999999999,1.35013,1.3502,71
2025-12-26 22:31:00,1.35022,1.35022,1.3501400000000001,1.3501699999999999,88
2025-12-26 22:32:00,1.3501699999999999,1.3502399999999999,1.35011,1.35022,73
2025-12-26 22:33:00,1.3502100000000001,1.35029,1.3502100000000001,1.35028,47
2025-12-26 22:34:00,1.35027,1.35027,1.35022,1.35023,54
2025-12-26 22:35:00,1.3502399999999999,1.35038,1.3502399999999999,1.35032,43
2025-12-26 22:36:00,1.35032,1.35045,1.35032,1.35042,49
2025-12-26 22:37:00,1.35043,1.3505,1.35041,1.35047,48
2025-12-26 22:38:00,1.35047,1.35065,1.3504399999999999,1.3504399999999999,90
2025-12-26 22:39:00,1.35045,1.35058,1.35043,1.3505,64
2025-12-26 22:40:00,1.35049,1.35061,1.35049,1.35055,64
2025-12-26 22:41:00,1.35054,1.35056,1.35045,1.3505,126
2025-12-26 22:42:00,1.35054,1.35054,1.35036,1.3504,46
2025-12-26 22:43:00,1.35039,1.35042,1.3503,1.35034,81
2025-12-26 22:44:00,1.35034,1.3504,1.35028,1.3503,104
2025-12-26 22:45:00,1.35029,1.3503,1.3502,1.35023,106
2025-12-26 22:46:00,1.35022,1.35026,1.35012,1.35013,79
2025-12-26 22:47:00,1.3501400000000001,1.35022,1.3501,1.3502100000000001,69
2025-12-26 22:48:00,1.3502,1.35023,1.3501699999999999,1.3502,79
2025-12-26 22:49:00,1.3502,1.3503,1.3502,1.3502399999999999,52
2025-12-26 22:50:00,1.35023,1.35031,1.3501400000000001,1.35031,120
2025-12-26 22:51:00,1.35032,1.35045,1.3503,1.3504399999999999,64
2025-12-26 22:52:00,1.3504399999999999,1.3504800000000001,1.3502399999999999,1.3502399999999999,80
2025-12-26 22:53:00,1.3502399999999999,1.35025,1.35009,1.35012,111
2025-12-26 22:54:00,1.35011,1.35015,1.35,1.35006,112
2025-12-26 22:55:00,1.35005,1.35011,1.34998,1.35002,114
2025-12-26 22:56:00,1.35002,1.35012,1.34988,1.35012,150
2025-12-26 22:57:00,1.35012,1.35022,1.35008,1.3501400000000001,147
2025-12-26 22:58:00,1.35015,1.35015,1.34998,1.35001,200
2025-12-26 22:59:00,1.35,1.35032,1.34999,1.3503,166
2025-12-26 23:00:00,1.3503,1.3504800000000001,1.35027,1.35047,119
2025-12-26 23:01:00,1.3504800000000001,1.35054,1.3504800000000001,1.35049,142
2025-12-26 23:02:00,1.3505099999999999,1.35057,1.3504,1.35057,73
2025-12-26 23:03:00,1.35056,1.35057,1.35042,1.35043,66
2025-12-26 23:04:00,1.35042,1.35043,1.35032,1.35041,131
2025-12-26 23:05:00,1.35041,1.35046,1.35032,1.35041,31
2025-12-26 23:06:00,1.35041,1.35042,1.3503,1.35031,38
2025-12-26 23:07:00,1.35031,1.35043,1.35026,1.35043,37
2025-12-26 23:08:00,1.35042,1.35043,1.3504,1.35042,18
2025-12-26 23:09:00,1.35041,1.3505099999999999,1.35038,1.35047,37
2025-12-26 23:10:00,1.35047,1.35052,1.35046,1.3505099999999999,35
2025-12-26 23:11:00,1.35047,1.35047,1.3503,1.35042,53
2025-12-26 23:12:00,1.35046,1.3504800000000001,1.35036,1.3504800000000001,35
2025-12-26 23:13:00,1.3504800000000001,1.3505,1.3504399999999999,1.35049,28
2025-12-26 23:14:00,1.35049,1.35052,1.35047,1.3505099999999999,53
2025-12-26 23:15:00,1.3505099999999999,1.35054,1.35046,1.35054,9
2025-12-26 23:16:00,1.3504800000000001,1.35049,1.35037,1.35038,49
2025-12-26 23:17:00,1.35038,1.35038,1.35038,1.35038,1
2025-12-26 23:18:00,1.35038,1.35038,1.3502100000000001,1.35028,9
2025-12-26 23:19:00,1.35028,1.35028,1.35025,1.35028,5
2025-12-26 23:20:00,1.35028,1.35028,1.3501400000000001,1.35015,24
2025-12-26 23:21:00,1.35015,1.35019,1.3501400000000001,1.35018,26
2025-12-26 23:22:00,1.35018,1.3502100000000001,1.35018,1.3502100000000001,18
