Date,Open,High,Low,Close,Volume
2025-12-26 22:15:00,1.17766,1.1777199999999999,1.17766,1.17769,42
2025-12-26 22:16:00,1.17769,1.1777,1.17765,1.17767,24
2025-12-26 22:17:00,1.17767,1.1777199999999999,1.17764,1.17769,73
2025-12-26 22:18:00,1.1777,1.17775,1.17769,1.1777,29
2025-12-26 22:19:00,1.1777,1.1777,1.17757,1.1776,34
2025-12-26 22:20:00,1.1776,1.17764,1.17753,1.17753,46
2025-12-26 22:21:00,1.17753,1.17759,1.17753,1.17756,24
2025-12-26 22:22:00,1.17757,1.1776,1.17752,1.17754,41
2025-12-26 22:23:00,1.17755,1.17755,1.17751,1.17752,32
2025-12-26 22:24:00,1.17753,1.1776,1.17753,1.1776,47
2025-12-26 22:25:00,1.17761,1.17761,1.17755,1.17757,22
2025-12-26 22:26:00,1.17757,1.1777199999999999,1.17756,1.17771,60
2025-12-26 22:27:00,1.1777,1.17776,1.17767,1.17769,89
2025-12-26 22:28:00,1.17769,1.17777,1.17769,1.17773,61
2025-12-26 22:29:00,1.17774,1.17776,1.17768,1.17776,72
2025-12-26 22:30:00,1.17775,1.1778,1.1777199999999999,1.17778,40
2025-12-26 22:31:00,1.17779,1.17782,1.17778,1.17779,41
2025-12-26 22:32:00,1.17779,1.17786,1.17776,1.17782,78
2025-12-26 22:33:00,1.17782,1.17786,1.17782,1.17785,61
2025-12-26 22:34:00,1.17786,1.1779,1.17783,1.17789,42
2025-12-26 22:35:00,1.17789,1.17792,1.17786,1.17788,37
2025-12-26 22:36:00,1.1779,1.17797,1.1779,1.17797,59
2025-12-26 22:37:00,1.17798,1.17798,1.17795,1.1779600000000001,43
2025-12-26 22:38:00,1.17795,1.17816,1.17795,1.17808,64
2025-12-26 22:39:00,1.17809,1.17811,1.17803,1.17805,45
2025-12-26 22:40:00,1.1780599999999999,1.17811,1.1780599999999999,1.17807,27
2025-12-26 22:41:00,1.1780599999999999,1.1781,1.17805,1.17809,46
2025-12-26 22:42:00,1.17809,1.17809,1.178,1.17801,31
2025-12-26 22:43:00,1.17801,1.17801,1.17787,1.17791,34
2025-12-26 22:44:00,1.17791,1.1779600000000001,1.17781,1.17793,43
2025-12-26 22:45:00,1.17792,1.17792,1.17786,1.17788,40
2025-12-26 22:46:00,1.17787,1.17788,1.17775,1.17775,33
2025-12-26 22:47:00,1.17775,1.17785,1.17775,1.17783,40
2025-12-26 22:48:00,1.17784,1.17787,1.1778,1.17786,29
2025-12-26 22:49:00,1.17785,1.17793,1.17785,1.17792,30
2025-12-26 22:50:00,1.17792,1.1779600000000001,1.17781,1.1779600000000001,83
2025-12-26 22:51:00,1.1779600000000001,1.1780599999999999,1.17795,1.17805,58
2025-12-26 22:52:00,1.17805,1.17805,1.1778,1.1778,93
2025-12-26 22:53:00,1.17781,1.17781,1.17761,1.17764,124
2025-12-26 22:54:00,1.17764,1.17767,1.17742,1.17744,104
2025-12-26 22:55:00,1.17746,1.17752,1.17733,1.17733,116
2025-12-26 22:56:00,1.1773500000000001,1.1774499999999999,1.17721,1.17737,218
2025-12-26 22:57:00,1.1773500000000001,1.17741,1.17731,1.17731,188
2025-12-26 22:58:00,1.17732,1.17736,1.17725,1.17725,159
2025-12-26 22:59:00,1.17726,1.17753,1.17725,1.1775,138
2025-12-26 23:00:00,1.1775,1.1776,1.1774499999999999,1.17752,93
2025-12-26 23:01:00,1.17752,1.17763,1.17752,1.17759,38
2025-12-26 23:02:00,1.17758,1.17766,1.17756,1.17766,25
2025-12-26 23:03:00,1.17766,1.17766,1.17758,1.17759,38
2025-12-26 23:04:00,1.17759,1.17759,1.1775,1.17752,52
2025-12-26 23:05:00,1.17752,1.17752,1.1774499999999999,1.17748,53
2025-12-26 23:06:00,1.17747,1.17748,1.17737,1.17738,30
2025-12-26 23:07:00,1.17738,1.17741,1.17737,1.17741,18
2025-12-26 23:08:00,1.17741,1.17741,1.17738,1.1774,57
2025-12-26 23:09:00,1.17739,1.1774,1.17733,1.1773500000000001,29
2025-12-26 23:10:00,1.17734,1.1773500000000001,1.17729,1.17729,19
2025-12-26 23:11:00,1.17727,1.17727,1.17721,1.17727,31
2025-12-26 23:12:00,1.17726,1.17737,1.17726,1.17736,45
2025-12-26 23:13:00,1.1773500000000001,1.1774499999999999,1.1773500000000001,1.17744,22
2025-12-26 23:14:00,1.17744,1.17747,1.1773500000000001,1.17737,32
2025-12-26 23:15:00,1.17736,1.17743,1.17736,1.1774,38
2025-12-26 23:16:00,1.17739,1.17739,1.17731,1.1773500000000001,33
2025-12-26 23:17:00,1.17734,1.17736,1.17733,1.1773500000000001,10
2025-12-26 23:18:00,1.17736,1.17736,1.17731,1.17732,23
2025-12-26 23:19:00,1.17731,1.17732,1.1773,1.17732,14
2025-12-26 23:20:00,1.17731,1.17733,1.17728,1.17729,47
