Date,Open,High,Low,Close,Volume
2025-12-26 22:15:00,0.789,0.78901,0.78898,0.78901,145
2025-12-26 22:16:00,0.789,0.78903,0.78899,0.789,79
2025-12-26 22:17:00,0.78901,0.78908,0.78898,0.78902,76
2025-12-26 22:18:00,0.78903,0.78903,0.78897,0.78901,113
2025-12-26 22:19:00,0.78901,0.7891,0.789,0.78908,123
2025-12-26 22:20:00,0.78909,0.78913,0.78905,0.78912,69
2025-12-26 22:21:00,0.78913,0.78914,0.7891,0.78914,77
2025-12-26 22:22:00,0.78913,0.78916,0.78912,0.78913,91
2025-12-26 22:23:00,0.78914,0.78916,0.78911,0.78915,85
2025-12-26 22:24:00,0.78914,0.78915,0.7891,0.7891,77
2025-12-26 22:25:00,0.78911,0.78915,0.78911,0.78914,57
2025-12-26 22:26:00,0.78913,0.78914,0.78904,0.78906,35
2025-12-26 22:27:00,0.78906,0.78906,0.78901,0.78903,14
2025-12-26 22:28:00,0.78903,0.78903,0.78898,0.78901,29
2025-12-26 22:29:00,0.78901,0.78903,0.78899,0.78901,11
2025-12-26 22:30:00,0.789,0.78901,0.78897,0.78898,21
2025-12-26 22:31:00,0.78898,0.78898,0.78895,0.78896,30
2025-12-26 22:32:00,0.78895,0.78898,0.78892,0.78896,33
2025-12-26 22:33:00,0.78895,0.78896,0.78893,0.78894,24
2025-12-26 22:34:00,0.78894,0.78894,0.78892,0.78892,9
2025-12-26 22:35:00,0.78894,0.78895,0.78888,0.78894,102
2025-12-26 22:36:00,0.78893,0.78894,0.78887,0.78889,77
2025-12-26 22:37:00,0.78888,0.7889,0.78887,0.78889,156
2025-12-26 22:38:00,0.78888,0.7889,0.78877,0.78883,95
2025-12-26 22:39:00,0.78883,0.78889,0.78879,0.78889,82
2025-12-26 22:40:00,0.78888,0.78889,0.78884,0.78888,86
2025-12-26 22:41:00,0.78889,0.7889,0.78886,0.78889,49
2025-12-26 22:42:00,0.78889,0.78895,0.78889,0.78894,77
2025-12-26 22:43:00,0.78895,0.78902,0.78894,0.78897,57
2025-12-26 22:44:00,0.78896,0.78905,0.78895,0.78897,36
2025-12-26 22:45:00,0.78897,0.789,0.78897,0.78899,18
2025-12-26 22:46:00,0.789,0.78909,0.78899,0.78909,152
2025-12-26 22:47:00,0.78909,0.78909,0.78902,0.78904,41
2025-12-26 22:48:00,0.78905,0.78907,0.789,0.78902,59
2025-12-26 22:49:00,0.789,0.78903,0.78897,0.78899,39
2025-12-26 22:50:00,0.78901,0.78903,0.78895,0.78896,57
2025-12-26 22:51:00,0.78897,0.78897,0.78891,0.78892,46
2025-12-26 22:52:00,0.78893,0.78904,0.78891,0.78904,76
2025-12-26 22:53:00,0.78904,0.78912,0.78904,0.78909,76
2025-12-26 22:54:00,0.78908,0.78915,0.78908,0.78914,135
2025-12-26 22:55:00,0.78915,0.78917,0.78909,0.78917,96
2025-12-26 22:56:00,0.78917,0.7892,0.78906,0.78907,66
2025-12-26 22:57:00,0.78908,0.78911,0.78906,0.7891,44
2025-12-26 22:58:00,0.7891,0.78915,0.7891,0.78914,57
2025-12-26 22:59:00,0.78915,0.78915,0.78903,0.78905,127
2025-12-26 23:00:00,0.78905,0.78914,0.78905,0.78908,52
2025-12-26 23:01:00,0.78908,0.78908,0.78904,0.78906,34
2025-12-26 23:02:00,0.78905,0.78907,0.78903,0.78905,18
2025-12-26 23:03:00,0.78905,0.78906,0.78904,0.78906,16
2025-12-26 23:04:00,0.78906,0.78914,0.78906,0.78913,68
2025-12-26 23:05:00,0.78913,0.78916,0.78913,0.78914,20
2025-12-26 23:06:00,0.78914,0.7892,0.78914,0.78919,31
2025-12-26 23:07:00,0.78919,0.78919,0.78917,0.78917,15
2025-12-26 23:08:00,0.78918,0.78919,0.78918,0.78919,100
2025-12-26 23:09:00,0.78918,0.78922,0.78916,0.78921,227
2025-12-26 23:10:00,0.78921,0.78927,0.78919,0.78926,46
2025-12-26 23:11:00,0.78926,0.78937,0.78926,0.78936,87
2025-12-26 23:12:00,0.78935,0.78937,0.78923,0.78925,31
2025-12-26 23:13:00,0.78925,0.78926,0.78922,0.78924,32
2025-12-26 23:14:00,0.78924,0.78927,0.78921,0.78925,41
2025-12-26 23:15:00,0.78925,0.78926,0.78923,0.78925,44
2025-12-26 23:16:00,0.78925,0.78934,0.78925,0.78931,56
2025-12-26 23:17:00,0.78932,0.78935,0.78931,0.78934,52
2025-12-26 23:18:00,0.78934,0.78939,0.78933,0.78939,50
2025-12-26 23:19:00,0.78939,0.78939,0.78935,0.78938,46
2025-12-26 23:20:00,0.78938,0.7894,0.78934,0.78939,45
2025-12-26 23:21:00,0.78939,0.78945,0.78935,0.78941,33
2025-12-26 23:22:00,0.78941,0.78942,0.78935,0.78935,28
2025-12-26 23:23:00,0.78935,0.78942,0.78929,0.78929,17
2025-12-26 23:24:00,0.78929,0.78931,0.78929,0.7893,10
2025-12-26 23:25:00,0.7893,0.78936,0.7893,0.78934,18
2025-12-26 23:26:00,0.78934,0.78935,0.78931,0.78935,14
2025-12-26 23:27:00,0.78934,0.78935,0.78934,0.78935,2
2025-12-26 23:28:00,0.78935,0.78943,0.78934,0.78939,26
2025-12-26 23:29:00,0.78939,0.78948,0.78938,0.78943,39
2025-12-26 23:30:00,0.78943,0.78945,0.7894,0.78944,15
2025-12-26 23:31:00,0.78944,0.7895,0.78944,0.78948,12
2025-12-26 23:32:00,0.78948,0.78956,0.78946,0.78956,28
2025-12-26 23:33:00,0.78954,0.78956,0.78952,0.78952,5
2025-12-26 23:34:00,0.78952,0.78954,0.78946,0.78947,27
2025-12-26 23:35:00,0.78947,0.78953,0.78947,0.78953,4
2025-12-26 23:36:00,0.78953,0.78958,0.78952,0.78954,29
2025-12-26 23:37:00,0.78954,0.78958,0.78953,0.78954,86
2025-12-26 23:38:00,0.78953,0.78972,0.78951,0.78971,80
2025-12-26 23:39:00,0.7897,0.78972,0.78961,0.78961,51
2025-12-26 23:40:00,0.78961,0.78965,0.78957,0.78964,29
2025-12-26 23:41:00,0.78965,0.78972,0.78964,0.78966,37
2025-12-26 23:42:00,0.78965,0.78967,0.78956,0.78957,80
2025-12-26 23:43:00,0.78957,0.78958,0.78948,0.78949,143
2025-12-26 23:44:00,0.7895,0.7895,0.78947,0.78948,182
2025-12-26 23:45:00,0.78947,0.78956,0.78947,0.78949,159
2025-12-26 23:46:00,0.78949,0.78956,0.78948,0.78954,208
2025-12-26 23:47:00,0.78953,0.78956,0.78948,0.78951,228
2025-12-26 23:48:00,0.78952,0.78957,0.78949,0.78951,154
2025-12-26 23:49:00,0.78952,0.78953,0.78948,0.78951,218
2025-12-26 23:50:00,0.78951,0.78957,0.78951,0.78954,203
2025-12-26 23:51:00,0.78955,0.78958,0.78953,0.78955,168
2025-12-26 23:52:00,0.78954,0.78958,0.78952,0.78955,147
2025-12-26 23:53:00,0.78955,0.78957,0.78948,0.78949,140
2025-12-26 23:54:00,0.78949,0.78951,0.78946,0.78948,213
